,Unnamed: 0,Make,Model,Variant,Cylinders,Doors,Seating_Capacity,Gears,Ex-Showroom_Price,Fuel_Type,Drivetrain,Displacement,City_Mileage,Kerb_Weight,Cylinder_Configuration,Doors.1,Body_Type,Emission_Norm,Fuel_System,Fuel_Tank_Capacity,Height,Length,Width,Front_Brakes,Rear_Brakes,Power_Steering,Power,Torque,Odometer,Speedometer,Type,Wheelbase,Handbrake,Launch_Date
582,582,Hyundai,Verna,1.6 Crdi Sx(O) At,4.0,4.0,5.0,6,"Rs. 14,07,871",Diesel,FWD (Front Wheel Drive),1582 cc,14 km/litre,,In-line,4.0,Sedan,BS IV,Injection,45 litres,1445 mm,4440 mm,1729 mm,Ventilated Disc,Drum,Electric Power,128ps@4000rpm,260Nm@1500-3000rpm,Digital,Analog,Automatic,2600 mm,Manual,2019-10-26
583,583,Hyundai,Verna,1.4 Crdi E,4.0,4.0,5.0,5,"Rs. 9,42,867",Diesel,FWD (Front Wheel Drive),1396 cc,,,In-line,4.0,Sedan,BS IV,Injection,45 litres,1445 mm,4440 mm,1729 mm,Ventilated Disc,Drum,Electric Power,100PS@6000rpm,133Nm@4000rpm,Digital,Analog,Manual,2600 mm,Manual,2020-03-22
584,584,Hyundai,Verna,1.4 Crdi Ex,4.0,4.0,5.0,5,"Rs. 9,99,900",Diesel,FWD (Front Wheel Drive),1396 cc,,,In-line,4.0,Sedan,BS IV,Injection,45 litres,1445 mm,4440 mm,1729 mm,Ventilated Disc,Drum,Electric Power,100PS@6000rpm,133Nm@4000rpm,Digital,Analog,Manual,2600 mm,Manual,2021-03-22
585,585,Mahindra,Xuv300,1.2 W4,,5.0,5.0,6,"Rs. 8,30,127",Petrol,RWD (Rear Wheel Drive),1197 cc,,,In-line,5.0,SUV,BS 6,Injection,42 litres,1617 mm,3995 mm,1821 mm,Ventilated Disc,Ventilated Disc,Yes,109bhp@5000RPM,200Nm@2000rpm,Yes,Yes,Manual,2600 mm,Manual,2022-01-22
586,586,Mahindra,Xuv300,1.2 W6,,5.0,5.0,6,"Rs. 9,15,128",Petrol,RWD (Rear Wheel Drive),1197 cc,,,In-line,5.0,SUV,BS 6,Injection,42 litres,1617 mm,3995 mm,1821 mm,Ventilated Disc,Ventilated Disc,Yes,109bhp@5000RPM,200Nm@2000rpm,Yes,Yes,Manual,2600 mm,Manual,2021-05-19
587,587,Mahindra,Xuv300,1.2 W8,,5.0,5.0,6,"Rs. 10,60,129",Petrol,RWD (Rear Wheel Drive),1197 cc,,,In-line,5.0,SUV,BS 6,Injection,42 litres,1617 mm,3995 mm,1821 mm,Ventilated Disc,Ventilated Disc,Yes,109bhp@5000RPM,200Nm@2000rpm,Yes,Yes,Manual,2600 mm,Manual,2019-09-30
588,588,Mahindra,Xuv300,1.2 W8(O),,5.0,5.0,6,"Rs. 11,84,129",Petrol,RWD (Rear Wheel Drive),1197 cc,,,In-line,5.0,SUV,BS 6,Injection,42 litres,1617 mm,3995 mm,1821 mm,Ventilated Disc,Ventilated Disc,Yes,109bhp@5000RPM,200Nm@2000rpm,Yes,Yes,Manual,2600 mm,Manual,2020-02-03
589,589,Mahindra,Xuv300,1.5 W4,,5.0,5.0,6,"Rs. 8,69,131",Diesel,RWD (Rear Wheel Drive),1497 cc,,,In-line,5.0,SUV,BS 6,Injection,42 litres,1617 mm,3995 mm,1821 mm,Ventilated Disc,Ventilated Disc,Yes,115bhp@3750rpm,300Nm@1500rpm,Yes,Yes,Manual,2600 mm,Manual,2019-03-26
590,590,Mahindra,Xuv300,1.5 W6,,5.0,5.0,6,"Rs. 9,50,131",Diesel,RWD (Rear Wheel Drive),1497 cc,,,In-line,5.0,SUV,BS 6,Injection,42 litres,1617 mm,3995 mm,1821 mm,Ventilated Disc,Ventilated Disc,Yes,115bhp@3750rpm,300Nm@1500rpm,Yes,Yes,Manual,2600 mm,Manual,2020-08-09
591,591,Mahindra,Xuv300,1.5 W8,,5.0,5.0,6,"Rs. 10,95,129",Diesel,RWD (Rear Wheel Drive),1497 cc,,,In-line,5.0,SUV,BS 6,Injection,42 litres,1617 mm,3995 mm,1821 mm,Ventilated Disc,Ventilated Disc,Yes,115bhp@3750rpm,300Nm@1500rpm,Yes,Yes,Manual,2600 mm,Manual,2019-09-19
592,592,Mahindra,Xuv300,1.5 W8 (O),,5.0,5.0,6,"Rs. 12,14,130",Diesel,RWD (Rear Wheel Drive),1497 cc,,,In-line,5.0,SUV,BS 6,Injection,42 litres,1617 mm,3995 mm,1821 mm,Ventilated Disc,Ventilated Disc,Yes,115bhp@3750rpm,300Nm@1500rpm,Yes,Yes,Manual,2600 mm,Manual,2020-06-18
593,593,Mahindra,Xuv300,1.5 W8 Amt,,5.0,5.0,6,"Rs. 11,49,800",Diesel,RWD (Rear Wheel Drive),1497 cc,,,In-line,5.0,SUV,BS 6,Injection,42 litres,1617 mm,3995 mm,1821 mm,Ventilated Disc,Ventilated Disc,Yes,115bhp@3750rpm,300Nm@1500rpm,Yes,Yes,Automatic,2600 mm,Manual,2021-04-23
594,594,Mahindra,Xuv300,1.5 W8 (O) Amt,,5.0,5.0,6,"Rs. 12,69,131",Diesel,RWD (Rear Wheel Drive),1497 cc,,,In-line,5.0,SUV,BS 6,Injection,42 litres,1617 mm,3995 mm,1821 mm,Ventilated Disc,Ventilated Disc,Yes,115bhp@3750rpm,300Nm@1500rpm,Yes,Yes,Automatic,2600 mm,Manual,2021-01-05
595,595,Mahindra,Xuv300,1.5 W6 Amt,4.0,5.0,5.0,6,"Rs. 9,99,000",Diesel,RWD (Rear Wheel Drive),1497 cc,,,In-line,5.0,SUV,BS 6,Injection,42 litres,1617 mm,3995 mm,1821 mm,Ventilated Disc,Ventilated Disc,Yes,115bhp@3750rpm,300Nm@1500rpm,Yes,Yes,AMT,2600 mm,Manual,2021-07-29
596,596,Renault,Lodgy,85 Ps Std,4.0,4.0,8.0,5,"Rs. 8,63,299",Diesel,FWD (Front Wheel Drive),1461 cc,21.04 km/litre,1299 kg,In-line,4.0,MUV,BS IV,Injection,50 litres,1697 mm,4498 mm,1751 mm,Ventilated Disc,Drum,Electro-Hydraulic,85PS@3750rpm,200Nm@1900rpm,Digital,Analog,Manual,2810 mm,Manual,2021-03-27
597,597,Renault,Lodgy,85 Ps Rxe 8 Seater,4.0,4.0,8.0,5,"Rs. 9,64,199",Diesel,FWD (Front Wheel Drive),1461 cc,21.04 km/litre,1299 kg,In-line,4.0,MUV,BS IV,Injection,50 litres,1697 mm,4498 mm,1751 mm,Ventilated Disc,Drum,Electro-Hydraulic,85PS@3750rpm,200Nm@1900rpm,Digital,Analog,Manual,2810 mm,Manual,2021-11-26
598,598,Renault,Lodgy,Stepway Rxz 110Ps 8-Seater,4.0,4.0,,6,"Rs. 12,11,599",Diesel,FWD (Front Wheel Drive),1461 cc,21.04 km/litre,1338 kg,In-line,4.0,MUV,BS IV,Injection,50 litres,1697 mm,4498 mm,1751 mm,Ventilated Disc,Drum,Electro-Hydraulic,110PS@4000rpm,245Nm@1750rpm,Digital,Analog,Manual,2810 mm,Manual,2019-10-19
599,599,Renault,Lodgy,Stepway Rxz 110Ps 7-Seater,4.0,4.0,7.0,6,"Rs. 12,11,599",Diesel,FWD (Front Wheel Drive),1461 cc,21.04 km/litre,1368 kg,In-line,4.0,MUV,BS IV,Injection,50 litres,1697 mm,4498 mm,1751 mm,Ventilated Disc,Drum,Electro-Hydraulic,110PS@4000rpm,245Nm@1750rpm,Digital,Analog,Manual,2810 mm,Manual,2019-12-10
600,600,Renault,Lodgy,Stepway Rxl 85Ps 8-Seater,4.0,4.0,8.0,5,"Rs. 10,53,899",Diesel,FWD (Front Wheel Drive),1461 cc,21.04 km/litre,1299 kg,In-line,4.0,MUV,BS IV,Injection,50 litres,1697 mm,4498 mm,1751 mm,Ventilated Disc,Drum,Electro-Hydraulic,85PS@3750rpm,200Nm@1900rpm,Digital,Analog,Manual,2810 mm,Manual,2019-04-03
601,601,Renault,Lodgy,Stepway Rxz 85Ps 8-Seater,4.0,4.0,8.0,5,"Rs. 11,30,099",Diesel,FWD (Front Wheel Drive),1461 cc,21.04 km/litre,1299 kg,In-line,4.0,MUV,BS IV,Injection,50 litres,1697 mm,4498 mm,1751 mm,Ventilated Disc,Drum,Electro-Hydraulic,85PS@3750rpm,200Nm@1900rpm,Digital,Analog,Manual,2810 mm,Manual,2019-12-03
602,602,Renault,Lodgy,85 Ps Rxe 7 Seater,4.0,4.0,7.0,5,"Rs. 9,64,199",Diesel,FWD (Front Wheel Drive),1461 cc,21.04 km/litre,1299 kg,In-line,4.0,MUV,BS IV,Injection,50 litres,1697 mm,4498 mm,1751 mm,Ventilated Disc,Drum,Electro-Hydraulic,85PS@3750rpm,200Nm@1900rpm,Digital,Analog,Manual,2810 mm,Manual,2019-07-12
603,603,Volkswagen,Vento,Trendline 1.6 (P),4.0,5.0,5.0,5,"Rs. 8,76,500",Petrol,FWD (Front Wheel Drive),1598 cc,12.1 km/litre,1140 kg,In-line,5.0,Sedan,BS IV,Injection,55 litres,1467 mm,4390 mm,1699 mm,Ventilated Disc,Drum,Electric Power,105PS@5250rpm,153Nm@3800rpm,Digital,Analog,Manual,2553 mm,Manual,2020-10-01
604,604,Volkswagen,Vento,Highline 1.6 (P),4.0,4.0,5.0,5,"Rs. 9,99,900",Petrol,FWD (Front Wheel Drive),1598 cc,,1140 kg,In-line,4.0,Sedan,BS IV,Injection,55 litres,1467 mm,4390 mm,1699 mm,Ventilated Disc,Drum,Electric Power,105PS@5250rpm,153Nm@3800rpm,Digital,Analog,Manual,2553 mm,Manual,2022-02-06
605,605,Volkswagen,Vento,Comfortline 1.6 (P),4.0,4.0,5.0,5,"Rs. 9,99,900",Petrol,FWD (Front Wheel Drive),1598 cc,,1137 kg,In-line,4.0,Sedan,BS IV,Injection,55 litres,1467 mm,4390 mm,1699 mm,Ventilated Disc,Drum,Electric Power,105PS@5250rpm,153Nm@3800rpm,Digital,Analog,Manual,2553 mm,Manual,2021-08-23
606,606,Volkswagen,Vento,Highline 1.2 (P) Dsg,4.0,4.0,5.0,7,"Rs. 11,97,500",Petrol,FWD (Front Wheel Drive),1197 cc,,1179 kg,In-line,4.0,Sedan,BS IV,Injection,55 litres,1467 mm,4390 mm,1699 mm,Ventilated Disc,Drum,Electric Power,105PS@5000rpm,175Nm@1500-4100rpm,Digital,Analog,Automatic,2553 mm,Manual,2020-05-26
607,607,Volkswagen,Vento,Highline Plus 1.2 (P) Dsg,4.0,4.0,5.0,7,"Rs. 14,49,500",Petrol,FWD (Front Wheel Drive),1197 cc,,1174 kg,In-line,4.0,Sedan,BS IV,Injection,55 litres,1467 mm,4390 mm,1699 mm,Ventilated Disc,Drum,Electric Power,105PS@5000rpm,175Nm@1500-4100rpm,Digital,Analog,Automatic,2553 mm,Manual,2020-08-12
608,608,Volkswagen,Vento,Trendline 1.5 (D),4.0,4.0,5.0,5,"Rs. 9,58,500",Diesel,FWD (Front Wheel Drive),1498 cc,,1193 kg,In-line,4.0,Sedan,BS IV,Injection,55 litres,1467 mm,4390 mm,1699 mm,Ventilated Disc,Drum,Electric Power,105PS@4400rpm,250Nm@1500-2500rpm,Digital,Analog,Manual,2553 mm,Manual,2019-04-29
609,609,Volkswagen,Vento,Comfortline 1.5 (D),4.0,4.0,5.0,5,"Rs. 9,99,900",Diesel,FWD (Front Wheel Drive),1498 cc,,1208 kg,In-line,4.0,Sedan,BS IV,Injection,55 litres,1467 mm,4390 mm,1699 mm,Ventilated Disc,Drum,Electric Power,105PS@4400rpm,250Nm@1500-2500rpm,Digital,Analog,Manual,2553 mm,Manual,2020-01-01
610,610,Volkswagen,Vento,Highline 1.5 (D),4.0,4.0,5.0,5,"Rs. 12,10,500",Diesel,FWD (Front Wheel Drive),1498 cc,,1211 kg,In-line,4.0,Sedan,BS IV,Injection,55 litres,1467 mm,4390 mm,1699 mm,Ventilated Disc,Drum,Electric Power,105PS@4400rpm,250Nm@1500-2500rpm,Digital,Analog,Manual,2553 mm,Manual,2019-08-23
611,611,Volkswagen,Vento,Highline 1.5 (D) Dsg,4.0,4.0,5.0,7,"Rs. 13,36,500",Diesel,FWD (Front Wheel Drive),1498 cc,,1211 kg,In-line,4.0,Sedan,BS IV,Injection,55 litres,1467 mm,4390 mm,1699 mm,Ventilated Disc,Drum,Electric Power,105PS@4400rpm,250Nm@1500-2500rpm,Digital,Analog,Automatic,2553 mm,Manual,2019-04-29
612,612,Volkswagen,Vento,Highline Plus 1.5 (D) Dsg,4.0,4.0,5.0,5,"Rs. 13,17,500",Diesel,FWD (Front Wheel Drive),1498 cc,,1211 kg,In-line,4.0,Sedan,BS IV,Injection,55 litres,1467 mm,4390 mm,1699 mm,Ventilated Disc,Drum,Electric Power,105PS@4400rpm,250Nm@1500-2500rpm,Digital,Analog,Automatic,2553 mm,Manual,2021-09-17
613,613,Volkswagen,Vento,Gt Line (D),4.0,5.0,5.0,5,"Rs. 14,49,500",Diesel,FWD (Front Wheel Drive),1498 cc,19 km/litre,1148 kg,In-line,5.0,Hatchback,BS IV,Injection,45 litres,1469 mm,3971 mm,1682 mm,Ventilated Disc,Drum,Electric Power,110PS@4400rpm,250Nm@1500-2500rpm,Digital,Analog,Manual,2469 mm,Manual,2019-08-17
614,614,Volkswagen,Vento,Gt Line (P) Dsg,4.0,5.0,5.0,7,"Rs. 13,17,500",Petrol,FWD (Front Wheel Drive),1197 cc,17 km/litre,1109 kg,In-line,5.0,Hatchback,BS IV,Injection,45 litres,1469 mm,3971 mm,1682 mm,Ventilated Disc,Drum,Electric Power,105PS@5000rpm,175Nm@1500-4100rpm,Digital,Analog,Automatic,2469 mm,Manual,2019-01-03
615,615,Mahindra,E2O Plus,P4,,4.0,4.0,,"Rs. 8,81,425",Electric,RWD (Rear Wheel Drive),,80 km/litre,937 kg,In-line,4.0,Hatchback,BS IV,Injection,,1585 mm,3390 mm,1575 mm,Ventilated Disc,Drum,Electric Power,25.8PS@3500rpm,70Nm@1000rpm,Analog,Digital,Automatic,2258 mm,Automatic,2020-05-13
616,616,Mahindra,E2O Plus,P6,,4.0,4.0,,"Rs. 9,57,177",Electric,RWD (Rear Wheel Drive),,80 km/litre,937 kg,In-line,4.0,Hatchback,BS IV,Injection,,1585 mm,3390 mm,1575 mm,Ventilated Disc,Drum,Electric Power,25.8PS@3500rpm,70Nm@1000rpm,Analog,Digital,Automatic,2258 mm,Automatic,2021-04-29
617,617,Tata,Tigor Ev,Xm+,,5.0,5.0,,"Rs. 9,60,868",Electric,FWD (Front Wheel Drive),,,,,5.0,Sedan,BS VI,Injection,35 litres,1537 mm,3992 mm,1677 mm,Ventilated Disc,Drum,Electric Power,41.5PS@4500rpm,105Nm@2500RPM,Digital,Yes,Automatic,2450 mm,Manual,2022-03-18
618,618,Tata,Tigor Ev,Xt+,,5.0,5.0,,"Rs. 9,75,868",Electric,FWD (Front Wheel Drive),,,,,5.0,Sedan,BS VI,Injection,35 litres,1537 mm,3992 mm,1677 mm,Ventilated Disc,Drum,Electric Power,41.5PS@4500rpm,105Nm@2500RPM,Digital,Yes,Automatic,2450 mm,Manual,2019-11-22
619,619,Tata,Tigor Ev,Xe+,,5.0,5.0,,"Rs. 9,44,175",Electric,FWD (Front Wheel Drive),,,,,5.0,Sedan,BS VI,Injection,35 litres,1537 mm,3992 mm,1677 mm,Ventilated Disc,Drum,Electric Power,41.5PS@4500rpm,105Nm@2500RPM,Digital,Yes,Automatic,2450 mm,Manual,2020-08-20
620,620,Honda,Brv,E Petrol,4.0,5.0,7.0,7,"Rs. 9,52,900",Petrol,FWD (Front Wheel Drive),1497 cc,12 km/litre,1199 kg,In-line,5.0,SUV,BS IV,Injection,42 litres,1666 mm,4453 mm,1735 mm,Ventilated Disc,Drum,Electric Power,119PS@6600rpm,145Nm@4600rpm,Digital,Analog,Manual,2662 mm,Manual,2019-05-29
621,621,Honda,Brv,S Petrol,4.0,5.0,7.0,7,"Rs. 10,52,900",Petrol,FWD (Front Wheel Drive),1497 cc,12 km/litre,1217 kg,In-line,5.0,SUV,BS IV,Injection,42 litres,1666 mm,4453 mm,1735 mm,Ventilated Disc,Drum,Electric Power,119PS@6600rpm,145Nm@4600rpm,Digital,Analog,Manual,2662 mm,Manual,2019-03-28
622,622,Honda,Brv,V Petrol,4.0,5.0,7.0,7,"Rs. 11,67,900",Petrol,FWD (Front Wheel Drive),1497 cc,12 km/litre,1225 kg,In-line,5.0,SUV,BS IV,Injection,42 litres,1666 mm,4453 mm,1735 mm,Ventilated Disc,Drum,Electric Power,119PS@6600rpm,145Nm@4600rpm,Digital,Analog,Manual,2662 mm,Manual,2021-05-28
623,623,Honda,Brv,Vx Petrol,4.0,5.0,7.0,7,"Rs. 12,71,900",Petrol,FWD (Front Wheel Drive),1497 cc,12 km/litre,1235 kg,In-line,5.0,SUV,BS IV,Injection,42 litres,1666 mm,4456 mm,1735 mm,Ventilated Disc,Drum,Electric Power,119PS@6600rpm,145Nm@4600rpm,Digital,Analog,Manual,2662 mm,Manual,2021-08-04
624,624,Honda,Brv,V Cvt Petrol,4.0,5.0,7.0,7,"Rs. 12,85,900",Petrol,FWD (Front Wheel Drive),1497 cc,12 km/litre,1238 kg,In-line,5.0,SUV,BS IV,Injection,42 litres,1666 mm,4456 mm,1735 mm,Ventilated Disc,Drum,Electric Power,119PS@6600rpm,145Nm@4600rpm,Digital,Analog,Automatic,2662 mm,Manual,2021-07-03
625,625,Honda,Brv,S Diesel,4.0,5.0,7.0,7,"Rs. 11,87,900",Diesel,FWD (Front Wheel Drive),1498 cc,16.2 km/litre,1289 kg,In-line,5.0,SUV,BS IV,Injection,42 litres,1666 mm,4453 mm,1735 mm,Ventilated Disc,Drum,Electric Power,100PS@3600rpm,200Nm@1750rpm,Digital,Analog,Manual,2662 mm,Manual,2020-12-01
626,626,Honda,Brv,V Diesel,4.0,5.0,7.0,7,"Rs. 12,73,900",Diesel,FWD (Front Wheel Drive),1498 cc,16.2 km/litre,1301 kg,In-line,5.0,SUV,BS IV,Injection,42 litres,1666 mm,4453 mm,1735 mm,Ventilated Disc,Drum,Electric Power,100PS@3600rpm,200Nm@1750rpm,Digital,Analog,Manual,2662 mm,Manual,2020-04-22
627,627,Honda,Brv,Vx Diesel,4.0,5.0,7.0,7,"Rs. 13,82,900",Diesel,FWD (Front Wheel Drive),1498 cc,16.2 km/litre,1306 kg,In-line,5.0,SUV,BS IV,Injection,42 litres,1666 mm,4456 mm,1735 mm,Ventilated Disc,Drum,Electric Power,100PS@3600rpm,200Nm@1750rpm,Digital,Analog,Manual,2662 mm,Manual,2020-12-01
628,628,Mahindra,Thar,Crde,4.0,3.0,6.0,5,"Rs. 9,59,860",Diesel,4WD,2498 cc,,1750 kg,In-line,3.0,SUV,BS IV,Injection,60 litres,1930 mm,3920 mm,1726 mm,Ventilated Disc,Drum,Electric Power,105 Bhp@ 3800 rpm,247Nm@1800-2000rpm,,Analog,Manual,2430 mm,Manual,2019-04-08
629,629,Mahindra,Thar,700 Special Edition,4.0,3.0,6.0,5,"Rs. 9,99,148",Diesel,4WD,2498 cc,,1750 kg,In-line,3.0,SUV,BS IV,Injection,60 litres,1930 mm,3920 mm,1726 mm,Ventilated Disc,Drum,Electric Power,105PS@3800rpm,247Nm@1800-2000rpm,,Analog,Manual,2430 mm,Manual,2020-02-09
630,630,Mahindra,Thar,Crde Abs,4.0,3.0,6.0,5,"Rs. 9,74,860",Diesel,4WD,2498 cc,,1750 kg,In-line,3.0,SUV,BS IV,Injection,60 litres,1930 mm,3920 mm,1726 mm,Ventilated Disc,Drum,Electric Power,105 Bhp@ 3800 rpm,247Nm@1800-2000rpm,,Analog,Manual,2430 mm,Manual,2021-02-19
631,631,Force,Gurkha,Xpedition 5 Door,4.0,5.0,7.0,6,"Rs. 9,99,000",Diesel,RWD (Rear Wheel Drive),2596 cc,14 km/litre,,In-line,5.0,SUV,BS IV,Injection,63 litres,2055 mm,4342 mm,1790 mm,Ventilated Disc,Drum,Yes,85PS@3200rpm,230Nm@1400-2400rpm,Digital,Analog,Manual,2750 mm,Manual,2019-10-14
632,632,Force,Gurkha,Xplorer 3 Door,4.0,3.0,5.0,6,"Rs. 10,75,000",Diesel,4WD,2596 cc,14 km/litre,,In-line,3.0,SUV,BS IV,Injection,63 litres,2055 mm,3992 mm,1790 mm,Ventilated Disc,Drum,Yes,85PS@3200rpm,230Nm@1400-2400rpm,Digital,Analog,Manual,2400 mm,Manual,2021-02-08
633,633,Force,Gurkha,Xtreme,4.0,3.0,5.0,5,"Rs. 12,99,000",Diesel,AWD (All Wheel Drive),2149 cc,,,In-line,3.0,SUV,BS IV,Injection,63 litres,2075 mm,3992 mm,1820 mm,Solid Disc,Drum,Hydraulic Power,140 bhp @ 3800 rpm,321 Nm @ 1600 rpm,Yes,Yes,Manual,2400 mm,Manual,2019-08-08
634,634,Force,Gurkha,Xtreme Abs,4.0,3.0,5.0,5,"Rs. 13,30,000",Diesel,AWD (All Wheel Drive),2149 cc,,,In-line,3.0,SUV,BS IV,Injection,63 litres,2075 mm,3992 mm,1820 mm,Solid Disc,Drum,Hydraulic Power,140 bhp @ 3800 rpm,321 Nm @ 1600 rpm,Yes,Yes,Manual,2400 mm,Manual,2022-01-11
635,635,Force,Gurkha,Xpedition 3 Door,4.0,5.0,7.0,6,"Rs. 9,75,000",Diesel,RWD (Rear Wheel Drive),2596 cc,14 km/litre,,In-line,5.0,SUV,BS IV,Injection,63 litres,2055 mm,4342 mm,1790 mm,Ventilated Disc,Drum,Yes,85PS@3200rpm,230Nm@1400-2400rpm,Digital,Analog,Manual,2750 mm,Manual,2022-03-19
636,636,Force,Gurkha,Xplorer 5 Door,4.0,5.0,5.0,6,"Rs. 12,25,000",Diesel,4WD,2596 cc,14 km/litre,,In-line,5.0,SUV,BS IV,Injection,63 litres,2055 mm,3992 mm,1790 mm,Ventilated Disc,Drum,Yes,85PS@3200rpm,230Nm@1400-2400rpm,Digital,Analog,Manual,2400 mm,Manual,2020-06-05
637,637,Maruti Suzuki,Xl6,Zeta Mt,4.0,5.0,6.0,5,"Rs. 9,84,689",Petrol,FWD (Front Wheel Drive),1462 cc,,1180 kg,In-line,5.0,MPV,BS 6,Injection,45 litres,1700 mm,4445 mm,1775 mm,Ventilated Disc,Drum,Electric Power,104PS@6000rpm,138Nm@4400rpm,Digital,"Analog, Digital",Manual,2740 mm,Manual,2021-11-16
638,638,Maruti Suzuki,Xl6,Alpha Mt,4.0,5.0,6.0,5,"Rs. 10,41,189",Petrol,FWD (Front Wheel Drive),1462 cc,,1180 kg,In-line,5.0,MPV,BS 6,Injection,45 litres,1700 mm,4445 mm,1775 mm,Ventilated Disc,Drum,Electric Power,104PS@6000rpm,138Nm@4400rpm,Digital,"Analog, Digital",Manual,2740 mm,Manual,2019-05-27
639,639,Maruti Suzuki,Xl6,Zeta At,4.0,5.0,6.0,5,"Rs. 10,94,689",Petrol,FWD (Front Wheel Drive),1462 cc,,1180 kg,In-line,5.0,MPV,BS 6,Injection,45 litres,1700 mm,4445 mm,1775 mm,Ventilated Disc,Drum,Electric Power,104PS@6000rpm,138Nm@4400rpm,Digital,"Analog, Digital",Automatic,2740 mm,Manual,2020-05-25
640,640,Maruti Suzuki,Xl6,Alpha At,4.0,5.0,6.0,5,"Rs. 11,51,189",Petrol,FWD (Front Wheel Drive),1462 cc,,1180 kg,In-line,5.0,MPV,BS 6,Injection,45 litres,1700 mm,4445 mm,1775 mm,Ventilated Disc,Drum,Electric Power,104PS@6000rpm,138Nm@4400rpm,Digital,"Analog, Digital",Automatic,2740 mm,Manual,2020-04-05
641,641,Fiat,Abarth Avventura,1.4 T-Jet,4.0,5.0,5.0,5,"Rs. 9,89,219",Petrol,FWD (Front Wheel Drive),1368 cc,17 km/litre,,In-line,5.0,Crossover,BS IV,Injection,,1542 mm,3983 mm,1706 mm,Ventilated Disc,Drum,Electric Power,143PS@5500RPM,210Nm@2000-4000RPM,Digital,Analog,Manual,2510 mm,Manual,2022-02-01
642,642,Mahindra,Tuv300 Plus,P4,3.0,5.0,9.0,5,"Rs. 9,92,748",Diesel,RWD (Rear Wheel Drive),2179 cc,18.49 km/litre,,In-line,5.0,SUV,BS IV,Injection,60 litres,1812 mm,4400 mm,1835 mm,Ventilated Disc,Drum,Electric Power,120PS@4000RPM,280Nm@1800-2800rpm,Digital,Analog,Manual,2680 mm,Manual,2020-12-01
643,643,Mahindra,Tuv300 Plus,P6,3.0,5.0,9.0,5,"Rs. 10,29,650",Diesel,RWD (Rear Wheel Drive),2179 cc,18.49 km/litre,,In-line,5.0,SUV,BS IV,Injection,60 litres,1812 mm,4400 mm,1835 mm,Ventilated Disc,Drum,Electric Power,120PS@4000RPM,280Nm@1800-2800rpm,Digital,Analog,Manual,2680 mm,Manual,2019-01-09
644,644,Mahindra,Tuv300 Plus,P8,3.0,5.0,9.0,5,"Rs. 11,42,157",Diesel,RWD (Rear Wheel Drive),2179 cc,18.49 km/litre,,In-line,5.0,SUV,BS IV,Injection,60 litres,1812 mm,4400 mm,1835 mm,Ventilated Disc,Drum,Electric Power,120PS@4000RPM,280Nm@1800-2800rpm,Digital,Analog,Manual,2680 mm,Manual,2021-02-10
645,645,Mahindra,Marazzo,M2 7 Str,4.0,5.0,7.0,6,"Rs. 9,99,900",Diesel,FWD (Front Wheel Drive),1497 cc,,,In-line,5.0,MPV,BS IV,Injection,45 litres,1774 mm,4585 mm,1866 mm,Ventilated Disc,Ventilated Disc,Electric Power,121Bhp@3500rpm,300Nm@1750-2500rpm,Digital,Yes,Manual,2760 mm,Manual,2019-07-18
646,646,Mahindra,Marazzo,M4 7 Str,4.0,5.0,7.0,6,"Rs. 11,56,471",Diesel,FWD (Front Wheel Drive),1497 cc,,,In-line,5.0,MPV,BS IV,Injection,45 litres,1774 mm,4585 mm,1866 mm,Ventilated Disc,Ventilated Disc,Electric Power,121Bhp@3500rpm,300Nm@1750-2500rpm,Digital,Yes,Manual,2760 mm,Manual,2019-10-22
647,647,Mahindra,Marazzo,M6 7 Str,4.0,5.0,7.0,6,"Rs. 13,08,592",Diesel,FWD (Front Wheel Drive),1497 cc,,,In-line,5.0,MPV,BS IV,Injection,45 litres,1774 mm,4585 mm,1866 mm,Ventilated Disc,Ventilated Disc,Electric Power,121Bhp@3500rpm,300Nm@1750-2500rpm,Digital,Yes,Manual,2760 mm,Manual,2019-08-23
648,648,Mahindra,Marazzo,M8 7 Str,4.0,5.0,7.0,6,"Rs. 14,68,440",Diesel,FWD (Front Wheel Drive),1497 cc,,,In-line,5.0,MPV,BS IV,Injection,45 litres,1774 mm,4585 mm,1866 mm,Ventilated Disc,Ventilated Disc,Electric Power,121Bhp@3500rpm,300Nm@1750-2500rpm,Digital,"Analog, Digital",Manual,2760 mm,Manual,2022-02-15
649,649,Mahindra,Marazzo,M2 8 Str,4.0,5.0,8.0,6,"Rs. 9,99,900",Diesel,FWD (Front Wheel Drive),1497 cc,,,In-line,5.0,MPV,BS IV,Injection,45 litres,1774 mm,4585 mm,1866 mm,Ventilated Disc,Ventilated Disc,Electric Power,121Bhp@3500rpm,300Nm@1750-2500rpm,Digital,Yes,Manual,2760 mm,Manual,2022-02-18
650,650,Mahindra,Marazzo,M4 8 Str,4.0,5.0,8.0,6,"Rs. 11,64,569",Diesel,FWD (Front Wheel Drive),1497 cc,,,In-line,5.0,MPV,BS IV,Injection,45 litres,1774 mm,4585 mm,1866 mm,Ventilated Disc,Ventilated Disc,Electric Power,121Bhp@3500rpm,300Nm@1750-2500rpm,Digital,Yes,Manual,2760 mm,Manual,2019-09-30
