,Unnamed: 0,Make,Model,Variant,Cylinders,Doors,Seating_Capacity,Gears,Ex-Showroom_Price,Fuel_Type,Drivetrain,Displacement,City_Mileage,Kerb_Weight,Cylinder_Configuration,Doors.1,Body_Type,Emission_Norm,Fuel_System,Fuel_Tank_Capacity,Height,Length,Width,Front_Brakes,Rear_Brakes,Power_Steering,Power,Torque,Odometer,Speedometer,Type,Wheelbase,Handbrake,Launch_Date
1098,1098,Maruti Suzuki,Ciaz,1.5L Zeta At Smart Hybrid,4.0,4.0,5.0,4,"Rs. 10,58,688",Petrol,FWD (Front Wheel Drive),1462 cc,,1010 kg,In-line,4.0,Sedan,BS 6,Injection,43 litres,1485 mm,4490 mm,1730 mm,Ventilated Disc,Drum,Electric Power,103Bhp@6000rpm,138Nm@4400rpm,Digital,Analog,Automatic,2650 mm,Manual,2020-02-21
1099,1099,Maruti Suzuki,Ciaz,1.5L Alpha At Smart Hybrid,4.0,4.0,5.0,4,"Rs. 10,98,689",Petrol,FWD (Front Wheel Drive),1462 cc,,1010 kg,In-line,4.0,Sedan,BS 6,Injection,43 litres,1485 mm,4490 mm,1730 mm,Ventilated Disc,Drum,Electric Power,103Bhp@6000rpm,138Nm@4400rpm,Digital,Analog,Automatic,2650 mm,Manual,2021-01-24
1100,1100,Maruti Suzuki,Ciaz,1.5L Alpha,4.0,4.0,5.0,6,"Rs. 11,38,189",Diesel,FWD (Front Wheel Drive),1498 cc,26.82 km/litre,1105 kg,In-line,4.0,Sedan,BS IV,Injection,43 litres,1485 mm,4490 mm,1730 mm,Ventilated Disc,Drum,Electric Power,94Bhp@4000RPM,225Nm@1500-2250rpm,Digital,Analog,Manual,2650 mm,Manual,2020-05-25
1102,1102,Maruti Suzuki,Ciaz,1.5L Zeta,4.0,4.0,5.0,6,"Rs. 11,09,189",Diesel,FWD (Front Wheel Drive),1498 cc,26.32 km/litre,1105 kg,In-line,4.0,Sedan,BS IV,Injection,43 litres,1485 mm,4490 mm,1730 mm,Ventilated Disc,Drum,Electric Power,94Bhp@4000RPM,225Nm@1500-2250rpm,Digital,Analog,Manual,2650 mm,Manual,2021-07-04
1103,1103,Skoda,Rapid,1.6 Mpi Ambition,4.0,4.0,5.0,5,"Rs. 9,98,599",Petrol,FWD (Front Wheel Drive),1598 cc,12 km/litre,1137 kg,In-line,4.0,Sedan,BS IV,Injection,55 litres,1466 mm,4413 mm,1699 mm,Ventilated Disc,Drum,Electro-Hydraulic,105PS@5250rpm,153Nm@3750-3800rpm,Digital,Analog,Manual,2552 mm,Manual,2019-07-28
1104,1104,Skoda,Rapid,1.5 Tdi Cr Active,4.0,4.0,5.0,5,"Rs. 10,06,139",Diesel,FWD (Front Wheel Drive),1498 cc,14.5 km/litre,1210 kg,In-line,4.0,Sedan,BS IV,Injection,55 litres,1466 mm,4413 mm,1699 mm,Ventilated Disc,Drum,Electro-Hydraulic,110PS@4000rpm,250Nm@1500-2500rpm,Digital,Analog,Manual,2552 mm,Manual,2021-03-26
1105,1105,Skoda,Rapid,1.6 Mpi Active,4.0,4.0,5.0,5,"Rs. 8,81,916",Petrol,FWD (Front Wheel Drive),1598 cc,12 km/litre,1137 kg,In-line,4.0,Sedan,BS IV,Injection,55 litres,1466 mm,4413 mm,1699 mm,Ventilated Disc,Drum,Electro-Hydraulic,105PS@5250rpm,153Nm@3750-3800rpm,Digital,Analog,Manual,2552 mm,Manual,2021-03-04
1106,1106,Skoda,Rapid,1.5 Tdi Cr Ambition,4.0,4.0,5.0,5,"Rs. 11,29,599",Diesel,FWD (Front Wheel Drive),1498 cc,14.5 km/litre,1210 kg,In-line,4.0,Sedan,BS IV,Injection,55 litres,1466 mm,4413 mm,1699 mm,Ventilated Disc,Drum,Electro-Hydraulic,110PS@4000rpm,250Nm@1500-2500rpm,Digital,Analog,Manual,2552 mm,Manual,2021-05-31
1107,1107,Skoda,Rapid,1.5 Tdi Cr Ambition At,4.0,4.0,5.0,7,"Rs. 12,49,599",Diesel,FWD (Front Wheel Drive),1498 cc,14.5 km/litre,1228 kg,In-line,4.0,Sedan,BS IV,Injection,55 litres,1466 mm,4413 mm,1699 mm,Ventilated Disc,Drum,Electro-Hydraulic,110PS@4000rpm,250Nm@1500-2500rpm,Digital,Analog,Automatic,2552 mm,Manual,2020-11-06
1108,1108,Skoda,Rapid,1.6 Mpi Style At,4.0,4.0,5.0,7,"Rs. 12,43,599",Petrol,FWD (Front Wheel Drive),1598 cc,12 km/litre,1187 kg,In-line,4.0,Sedan,BS IV,Injection,55 litres,1466 mm,4413 mm,1699 mm,Ventilated Disc,Drum,Electro-Hydraulic,105PS@5250rpm,153Nm@3750-3800rpm,Digital,Analog,Automatic,2552 mm,Manual,2021-11-11
1109,1109,Skoda,Rapid,1.5 Tdi Cr Style At,4.0,4.0,5.0,5,"Rs. 13,99,599",Diesel,FWD (Front Wheel Drive),1498 cc,18 km/litre,1228 kg,In-line,4.0,Sedan,BS IV,Injection,55 litres,1466 mm,4413 mm,1699 mm,Ventilated Disc,Drum,Electro-Hydraulic,110PS@4000rpm,250Nm@1500-2500rpm,Digital,Analog,Automatic,2552 mm,Manual,2019-11-06
1110,1110,Skoda,Rapid,1.5 Tdi Cr Style,4.0,4.0,5.0,5,"Rs. 12,73,599",Diesel,FWD (Front Wheel Drive),1498 cc,18 km/litre,1210 kg,In-line,4.0,Sedan,BS IV,Injection,55 litres,1466 mm,4413 mm,1699 mm,Ventilated Disc,Drum,Electro-Hydraulic,110PS@4000rpm,250Nm@1500-2500rpm,Digital,Analog,Manual,2552 mm,Manual,2021-10-15
1111,1111,Skoda,Rapid,1.6 Mpi Style,4.0,4.0,5.0,5,"Rs. 11,15,599",Petrol,FWD (Front Wheel Drive),1598 cc,12 km/litre,1137 kg,In-line,4.0,Sedan,BS IV,Injection,55 litres,1466 mm,4413 mm,1699 mm,Ventilated Disc,Drum,Electro-Hydraulic,105PS@5250rpm,153Nm@3750-3800rpm,Digital,Analog,Manual,2552 mm,Manual,2021-10-06
1112,1112,Skoda,Rapid,1.6 Mpi Ambition At,4.0,4.0,5.0,5,"Rs. 9,99,599",Petrol,FWD (Front Wheel Drive),1598 cc,12 km/litre,1187 kg,In-line,4.0,Sedan,BS IV,Injection,55 litres,1466 mm,4413 mm,1699 mm,Ventilated Disc,Drum,Electro-Hydraulic,105PS@5250rpm,153Nm@3750-3800rpm,Digital,Analog,Automatic,2552 mm,Manual,2022-03-21
1113,1113,Skoda,Rapid,Onyx Mt Petrol,4.0,4.0,5.0,5,"Rs. 9,75,599",Petrol,FWD (Front Wheel Drive),1598 cc,12 km/litre,1137 kg,In-line,4.0,Sedan,BS IV,Injection,55 litres,1466 mm,4413 mm,1699 mm,Ventilated Disc,Drum,Electro-Hydraulic,105PS@5250rpm,153Nm@3750-3800rpm,Digital,Analog,Manual,2552 mm,Manual,2020-09-28
1114,1114,Skoda,Rapid,Onyx At Petrol,4.0,4.0,5.0,7,"Rs. 10,99,599",Petrol,FWD (Front Wheel Drive),1598 cc,12 km/litre,1187 kg,In-line,4.0,Sedan,BS IV,Injection,55 litres,1466 mm,4413 mm,1699 mm,Ventilated Disc,Drum,Electro-Hydraulic,105PS@5250rpm,153Nm@3750-3800rpm,Digital,Analog,Automatic,2552 mm,Manual,2021-06-13
1115,1115,Skoda,Rapid,Onyx Mt Diesel,4.0,4.0,5.0,5,"Rs. 11,58,599",Diesel,FWD (Front Wheel Drive),1498 cc,18 km/litre,1210 kg,In-line,4.0,Sedan,BS IV,Injection,55 litres,1466 mm,4413 mm,1699 mm,Ventilated Disc,Drum,Electro-Hydraulic,110PS@4000rpm,250Nm@1500-2500rpm,Digital,Analog,Manual,2552 mm,Manual,2021-03-21
1116,1116,Skoda,Rapid,Onyx At Diesel,4.0,4.0,5.0,5,"Rs. 12,73,599",Diesel,FWD (Front Wheel Drive),1498 cc,18 km/litre,1228 kg,In-line,4.0,Sedan,BS IV,Injection,55 litres,1466 mm,4413 mm,1699 mm,Ventilated Disc,Drum,Electro-Hydraulic,110PS@4000rpm,250Nm@1500-2500rpm,Digital,Analog,Automatic,2552 mm,Manual,2020-12-09
1117,1117,Fiat,Abarth Punto,1.4 T-Jet,4.0,5.0,5.0,5,"Rs. 9,80,970",Petrol,FWD (Front Wheel Drive),1368 cc,17 km/litre,,In-line,5.0,Hatchback,BS IV,Injection,,1505 mm,3989 mm,1687 mm,Ventilated Disc,Ventilated Disc,Hydraulic Power,145PS@5500rpm,212Nm@2000-4000rpm,Digital,Analog,Manual,2510 mm,Manual,2021-05-21
1118,1118,Hyundai,Creta,1.4 Crdi E Plus,4.0,5.0,5.0,6,"Rs. 9,99,990",Diesel,FWD (Front Wheel Drive),1396 cc,21.38 km/litre,,In-line,5.0,SUV,BS IV,Injection,55 litres,1630 mm,4270 mm,1780 mm,Ventilated Disc,Drum,Electric Power,90PS@4000rpm,220Nm@1500-2750rpm,Digital,Analog,Manual,2590 mm,Manual,2021-02-23
1119,1119,Hyundai,Creta,1.6 Vtvt E Plus,4.0,5.0,5.0,6,"Rs. 9,99,990",Petrol,FWD (Front Wheel Drive),1591 cc,15.29 km/litre,,In-line,5.0,SUV,BS IV,Injection,55 litres,1630 mm,4270 mm,1780 mm,Ventilated Disc,Drum,Electric Power,123PS@6400rpm,151Nm@4850rpm,Digital,Analog,Manual,2590 mm,Manual,2021-07-18
1120,1120,Hyundai,Creta,1.6 Vtvt Sx,4.0,5.0,5.0,6,"Rs. 12,32,534",Petrol,FWD (Front Wheel Drive),1591 cc,15.29 km/litre,1180 kg,In-line,5.0,SUV,BS IV,Injection,55 litres,1630 mm,4270 mm,1780 mm,Ventilated Disc,Drum,Electric Power,123PS@6400rpm,151Nm@4850rpm,Digital,Analog,Manual,2590 mm,Manual,2019-01-12
1121,1121,Hyundai,Creta,1.6 Vtvt Sx (O),4.0,5.0,5.0,6,"Rs. 13,94,437",Petrol,FWD (Front Wheel Drive),1591 cc,15.29 km/litre,1180 kg,In-line,5.0,SUV,BS IV,Injection,55 litres,1630 mm,4270 mm,1780 mm,Ventilated Disc,Drum,Electric Power,123PS@6400rpm,151Nm@4850rpm,Digital,Analog,Manual,2590 mm,Manual,2019-03-21
1122,1122,Hyundai,Creta,1.6 Vtvt Sx At,4.0,5.0,5.0,6,"Rs. 13,77,363",Petrol,FWD (Front Wheel Drive),1591 cc,15.29 km/litre,1180 kg,In-line,5.0,SUV,BS IV,Injection,55 litres,1630 mm,4270 mm,1780 mm,Ventilated Disc,Drum,Electric Power,123PS@6400rpm,151Nm@4850rpm,Digital,Analog,Automatic,2590 mm,Manual,2019-05-18
1123,1123,Hyundai,Creta,1.6 Vtvt Sx Dual Tone,4.0,5.0,5.0,6,"Rs. 12,87,041",Petrol,FWD (Front Wheel Drive),1591 cc,15.29 km/litre,1180 kg,In-line,5.0,SUV,BS IV,Injection,55 litres,1630 mm,4270 mm,1780 mm,Ventilated Disc,Drum,Electric Power,123PS@6400rpm,151Nm@4850rpm,Digital,Analog,Automatic,2590 mm,Manual,2019-08-16
1124,1124,Hyundai,Creta,1.4 Crdi S,4.0,5.0,5.0,6,"Rs. 11,97,919",Diesel,FWD (Front Wheel Drive),1396 cc,21.38 km/litre,,In-line,5.0,SUV,BS IV,Injection,55 litres,1630 mm,4270 mm,1780 mm,Ventilated Disc,Drum,Electric Power,90PS@4000rpm,220Nm@1500-2750rpm,Digital,Analog,Manual,2590 mm,Manual,2022-02-20
1125,1125,Hyundai,Creta,1.6 Crdi Sx,4.0,5.0,5.0,6,"Rs. 13,66,797",Diesel,FWD (Front Wheel Drive),1582 cc,17.01 km/litre,,In-line,5.0,SUV,BS IV,Injection,55 litres,1630 mm,4270 mm,1780 mm,Ventilated Disc,Drum,Electric Power,128ps@4000rpm,260Nm@1900-2750rpm,Digital,Analog,Manual,2590 mm,Manual,2022-01-16
1126,1126,Hyundai,Creta,1.6 Crdi Sx (O),4.0,5.0,5.0,6,"Rs. 15,43,564",Diesel,FWD (Front Wheel Drive),1582 cc,17.01 km/litre,,In-line,5.0,SUV,BS IV,Injection,55 litres,1630 mm,4270 mm,1780 mm,Ventilated Disc,Drum,Electric Power,128ps@4000rpm,260Nm@1900-2750rpm,Digital,Analog,Manual,2590 mm,Manual,2020-09-17
1127,1127,Hyundai,Creta,1.6 Crdi Sx At,4.0,5.0,5.0,6,"Rs. 15,27,395",Diesel,FWD (Front Wheel Drive),1582 cc,17.01 km/litre,,In-line,5.0,SUV,BS IV,Injection,55 litres,1630 mm,4270 mm,1780 mm,Ventilated Disc,Drum,Electric Power,128ps@4000rpm,260Nm@1900-2750rpm,Digital,Analog,Automatic,2590 mm,Manual,2020-12-30
1128,1128,Hyundai,Creta,1.6 Crdi Sx Dual Tone,4.0,5.0,5.0,6,"Rs. 14,21,208",Diesel,FWD (Front Wheel Drive),1582 cc,17.01 km/litre,,In-line,5.0,SUV,BS IV,Injection,55 litres,1630 mm,4270 mm,1780 mm,Ventilated Disc,Drum,Electric Power,128ps@4000rpm,260Nm@1900-2750rpm,Digital,Analog,Manual,2590 mm,Manual,2019-10-11
1129,1129,Hyundai,Creta,1.6 Crdi S At,4.0,5.0,5.0,6,"Rs. 13,36,033",Diesel,FWD (Front Wheel Drive),1582 cc,17.01 km/litre,,In-line,5.0,SUV,BS IV,Injection,55 litres,1630 mm,4270 mm,1780 mm,Ventilated Disc,Drum,Electric Power,128ps@4000rpm,260Nm@1900-2750rpm,Digital,Analog,Automatic,2590 mm,Manual,2020-08-01
1130,1130,Hyundai,Creta,1.6 Vtvt Sx (O) Executive,4.0,5.0,5.0,6,"Rs. 14,22,937",Petrol,FWD (Front Wheel Drive),1591 cc,15.29 km/litre,1180 kg,In-line,5.0,SUV,BS IV,Injection,55 litres,1630 mm,4270 mm,1780 mm,Ventilated Disc,Drum,Electric Power,121bhp@6400rpm,151Nm@4850rpm,Digital,Analog,Manual,2590 mm,Manual,2021-12-27
1131,1131,Hyundai,Creta,1.6 Crdi Sx (O) Executive,4.0,5.0,5.0,6,"Rs. 15,72,064",Diesel,FWD (Front Wheel Drive),1582 cc,17.01 km/litre,,In-line,5.0,SUV,BS IV,Injection,55 litres,1630 mm,4270 mm,1780 mm,Ventilated Disc,Drum,Electric Power,126bhp@4000RPM,260Nm@1900-2750rpm,Digital,Analog,Manual,2590 mm,Manual,2020-07-18
1132,1132,Hyundai,Creta,1.4 Crdi Ex,4.0,5.0,5.0,6,"Rs. 11,07,167",Diesel,FWD (Front Wheel Drive),1396 cc,21.38 km/litre,,In-line,5.0,SUV,BS IV,Injection,55 litres,1630 mm,4270 mm,1780 mm,Ventilated Disc,Drum,Electric Power,90PS@4000rpm,220Nm@1500-2750rpm,Digital,Analog,Manual,2590 mm,Manual,2020-10-11
1133,1133,Hyundai,Creta,1.6 Vtvt Ex,4.0,5.0,5.0,6,"Rs. 10,92,192",Petrol,FWD (Front Wheel Drive),1591 cc,15.29 km/litre,,In-line,5.0,SUV,BS IV,Injection,55 litres,1630 mm,4270 mm,1780 mm,Ventilated Disc,Drum,Electric Power,123PS@6400rpm,151Nm@4850rpm,Digital,Analog,Manual,2590 mm,Manual,2019-09-19
1134,1134,Hyundai,Creta,Sports Edition Petrol,4.0,5.0,5.0,6,"Rs. 12,79,983",Petrol,FWD (Front Wheel Drive),1591 cc,15.29 km/litre,1180 kg,In-line,5.0,SUV,BS IV,Injection,55 litres,1630 mm,4270 mm,1780 mm,Ventilated Disc,Drum,Electric Power,123PS@6400rpm,151Nm@4850rpm,Digital,Analog,Manual,2590 mm,Manual,2021-11-19
1135,1135,Hyundai,Creta,Sports Edition Diesel,4.0,5.0,5.0,6,"Rs. 14,14,247",Diesel,FWD (Front Wheel Drive),1582 cc,,,In-line,5.0,SUV,BS IV,Injection,55 litres,1665 mm,4270 mm,1780 mm,Ventilated Disc,Drum,Electric Power,128ps@4000rpm,260Nm@1900-2750rpm,Digital,Analog,Manual,2590 mm,Manual,2019-12-22
1136,1136,Tata,Harrier,Revotorq Xe,3.0,5.0,5.0,6,"Rs. 13,45,363",Diesel,FWD (Front Wheel Drive),1956 cc,,,In-line,5.0,SUV,BS 6,Injection,50 litres,1706 mm,4598 mm,1894 mm,Ventilated Disc,Drum,Hydraulic Power,140PS@3750rpm,350Nm@1750-2500rpm,,Analog,Manual,2741 mm,Manual,2021-06-08
1137,1137,Tata,Harrier,Revotorq Xm,3.0,5.0,5.0,6,"Rs. 14,71,368",Diesel,FWD (Front Wheel Drive),1956 cc,,,In-line,5.0,SUV,BS 6,Injection,50 litres,1706 mm,4598 mm,1894 mm,Ventilated Disc,Drum,Hydraulic Power,140PS@3750rpm,350Nm@1750-2500rpm,Yes,Analog,Manual,2741 mm,Manual,2020-04-06
1138,1138,Tata,Harrier,Revotorq Xt,3.0,5.0,5.0,6,"Rs. 15,91,368",Diesel,FWD (Front Wheel Drive),1956 cc,,1080 kg,In-line,5.0,Hatchback,BS 6,Injection,50 litres,1706 mm,4598 mm,1894 mm,Ventilated Disc,Drum,Electric Power,140PS@3750rpm,350Nm@1750-2500rpm,Digital,Analog,Manual,2741 mm,Manual,2021-09-17
1139,1139,Tata,Harrier,Revotorq Xz,3.0,5.0,5.0,6,"Rs. 17,21,368",Diesel,FWD (Front Wheel Drive),1956 cc,,,In-line,5.0,Hatchback,BS 6,Injection,50 litres,1706 mm,4598 mm,1894 mm,Ventilated Disc,Drum,Electric Power,140PS@3750rpm,350Nm@1750-2500rpm,Digital,Analog,Manual,2741 mm,Manual,2021-08-20
1140,1140,Tata,Harrier,Revotorq Xz Dual Tone,3.0,5.0,5.0,6,"Rs. 17,32,231",Diesel,FWD (Front Wheel Drive),1956 cc,,,In-line,5.0,Hatchback,BS 6,Injection,50 litres,1706 mm,4598 mm,1894 mm,Ventilated Disc,Drum,Electric Power,140PS@3750rpm,350Nm@1750-2500rpm,Digital,Analog,Manual,2741 mm,Manual,2020-03-15
1141,1141,Tata,Harrier,Revotorq Dark Edition,3.0,5.0,5.0,6,"Rs. 17,30,755",Diesel,FWD (Front Wheel Drive),1956 cc,,,In-line,5.0,Hatchback,BS 6,Injection,50 litres,1706 mm,4598 mm,1894 mm,Ventilated Disc,Drum,Electric Power,140PS@3750rpm,350Nm@1750-2500rpm,Digital,Analog,Manual,2741 mm,Manual,2022-01-07
1142,1142,Isuzu,Dmax V-Cross,Standard,4.0,4.0,5.0,5,"Rs. 16,54,783",Diesel,AWD (All Wheel Drive),2499 cc,7.3 km/litre,1935 kg,In-line,4.0,Pick-up,BS IV,Injection,,1840 mm,5295 mm,1860 mm,Ventilated Disc,Drum,Hydraulic Power,134PS@3600RPM,320NM@1800-2800RPM,Digital,Analog,Manual,3095 mm,Manual,2021-04-02
1143,1143,Isuzu,Dmax V-Cross,High Z,4.0,4.0,5.0,5,"Rs. 18,06,813",Diesel,AWD (All Wheel Drive),2499 cc,7.3 km/litre,1945 kg,In-line,4.0,Pick-up,BS IV,Injection,,1840 mm,5295 mm,1860 mm,Ventilated Disc,Drum,Hydraulic Power,134HP@3600RPM,320NM@1800-2800RPM,Digital,Analog,Manual,3095 mm,Manual,2021-05-03
1144,1144,Isuzu,Dmax V-Cross,Z Prestige,4.0,4.0,5.0,6,"Rs. 19,99,000",Diesel,AWD (All Wheel Drive),1898 cc,7.3 km/litre,1935 kg,In-line,4.0,Pick-up,BS IV,Injection,,1855 mm,5295 mm,1860 mm,Ventilated Disc,Drum,Hydraulic Power,150PS@3600rpm,350Nm@1800-2800rpm,Digital,Analog,Automatic,3095 mm,Manual,2019-01-27
1145,1145,Mitsubishi,Outlander,2.4L Outlander,4.0,5.0,7.0,6,"Rs. 26,93,000",Petrol,AWD (All Wheel Drive),2360 cc,,1602 kg,,5.0,SUV,,,60 litres,1710 mm,4695 mm,1810 mm,Ventilated Disc,Ventilated Disc,Electric Power,167PS@6000RPM,222Nm@4100RPM,Yes,Yes,Automatic,2670 mm,,2021-04-18
1146,1146,,Mercedes-Benz Gla-Class,200 Sport,4.0,5.0,5.0,7,"Rs. 34,38,000",Petrol,4WD,1991 cc,10 km/litre,1525 kg,In-line,5.0,SUV,BS IV,Injection,50 litres,1494 mm,4424 mm,1804 mm,Ventilated Disc,Ventilated Disc,Electric Power,183PS@5500rpm,300Nm@1200-1400rpm,Digital,Analog,Automatic,2699 mm,Automatic,2019-10-23
1147,1147,,Mercedes-Benz Gla-Class,200 D Style,4.0,5.0,5.0,7,"Rs. 32,33,000",Diesel,4WD,2143 cc,13.4 km/litre,1585 kg,In-line,5.0,SUV,BS IV,Injection,70 litres,1494 mm,4424 mm,1804 mm,Ventilated Disc,Ventilated Disc,Electric Power,136PS@4000rpm,300Nm@1600-3000rpm,Digital,Yes,Automatic,2699 mm,Automatic,2019-03-16
1148,1148,,Mercedes-Benz Gla-Class,200 D Sport,4.0,5.0,5.0,7,"Rs. 35,64,000",Diesel,4WD,2143 cc,13.4 km/litre,1585 kg,In-line,5.0,SUV,BS IV,Injection,70 litres,1494 mm,4424 mm,1804 mm,Ventilated Disc,Ventilated Disc,Electric Power,136PS@4000rpm,300Nm@1600-3000rpm,Digital,Analog,Automatic,2699 mm,Automatic,2021-07-13
1149,1149,,Mercedes-Benz Gla-Class,45 Amg 4Matic,4.0,5.0,5.0,7,"Rs. 77,84,944",Petrol,4WD,1991 cc,10.2 km/litre,1720 kg,In-line,5.0,SUV,BS IV,Injection,50 litres,1479 mm,4445 mm,1804 mm,Ventilated Disc,Ventilated Disc,Electric Power,360PS@6000rpm,450Nm@2250-5000rpm,Digital,Analog,Automatic,2699 mm,Automatic,2020-06-14
1150,1150,,Mercedes-Benz Gla-Class,220 D 4Matic,4.0,5.0,5.0,7,"Rs. 38,64,000",Diesel,4WD,2143 cc,13.4 km/litre,1585 kg,In-line,5.0,SUV,BS IV,Injection,70 litres,1494 mm,4424 mm,1804 mm,Ventilated Disc,Ventilated Disc,Electric Power,170PS@4000RPM,350Nm@1400-3400rpm,Digital,Analog,Automatic,2699 mm,Automatic,2021-05-17
1151,1151,,Mercedes-Benz Gla-Class,45 Aero Edition,4.0,5.0,5.0,7,"Rs. 80,67,000",Petrol,4WD,1991 cc,10.2 km/litre,1720 kg,In-line,5.0,SUV,BS IV,Injection,50 litres,1479 mm,4445 mm,1804 mm,Ventilated Disc,Ventilated Disc,Electric Power,375PS@6000rpm,475Nm@2250-5000rpm,Digital,Analog,Automatic,2699 mm,Automatic,2020-01-13
1152,1152,Honda,Accord Hybrid,2.0 At,4.0,4.0,5.0,5,"Rs. 43,21,237",Hybrid,FWD (Front Wheel Drive),1993 cc,21 km/litre,1620 kg,In-line,4.0,Sedan,BS IV,Injection,60 litres,1464 mm,4933 mm,1849 mm,Ventilated Disc,Solid Disc,Electric Power,145PS@6200rpm,175Nm@4000rpm,Digital,Analog,Automatic,2776 mm,Automatic,2019-09-19
1153,1153,Bmw,5-Series,520D Luxury Line,4.0,4.0,5.0,8,"Rs. 59,30,000",Diesel,RWD (Rear Wheel Drive),1995 cc,8.4 km/litre,1705 kg,In-line,4.0,Sedan,BS IV,Injection,70 litres,1464 mm,4907 mm,1860 mm,Ventilated Disc,Ventilated Disc,Electric Power,190PS@4000rpm,400Nm@1750-2500rpm,Digital,Analog,Automatic,2968 mm,Automatic,2019-07-12
1154,1154,Bmw,5-Series,530D M Sport,6.0,4.0,5.0,8,"Rs. 66,80,000",Diesel,RWD (Rear Wheel Drive),2993 cc,13.1 km/litre,1705 kg,In-line,4.0,Sedan,BS IV,Injection,70 litres,1464 mm,4907 mm,1860 mm,Ventilated Disc,Ventilated Disc,Electric Power,258PS@4000rpm,560Nm@1500-3000rpm,Digital,Analog,Automatic,2968 mm,Automatic,2021-09-08
1155,1155,Bmw,5-Series,530I M Sport,6.0,4.0,5.0,8,"Rs. 59,80,000",Petrol,RWD (Rear Wheel Drive),1998 cc,15.01 km/litre,1705 kg,In-line,4.0,Sedan,BS IV,Injection,70 litres,1464 mm,4907 mm,1860 mm,Ventilated Disc,Ventilated Disc,Electric Power,252PS@5200rpm,350Nm@1450-4800rpm,Digital,Analog,Automatic,2968 mm,Automatic,2022-02-03
1156,1156,Bmw,6-Series,630D Gt Luxury Line,6.0,4.0,4.0,8,"Rs. 68,90,000",Diesel,AWD (All Wheel Drive),2993 cc,,1865 kg,V,4.0,Sedan,BS IV,Injection,88 litres,1481 mm,5219 mm,2142 mm,Ventilated Disc,Ventilated Disc,Electric Power,265PS@4000RPM,620Nm@2000-2500RPM,Digital,Analog,Automatic,3210 mm,Automatic,2019-10-11
1157,1157,Bmw,6-Series,630D Gt M Sport,6.0,4.0,4.0,8,"Rs. 74,50,000",Diesel,AWD (All Wheel Drive),2993 cc,,1865 kg,V,4.0,Sedan,BS IV,Injection,88 litres,1481 mm,5219 mm,2142 mm,Ventilated Disc,Ventilated Disc,Electric Power,265PS@4000RPM,620Nm@2000-2500RPM,Digital,Analog,Automatic,3210 mm,Automatic,2021-08-27
1158,1158,Bmw,6-Series,630I Gt Luxury Line,8.0,2.0,4.0,8,"Rs. 64,40,000",Petrol,RWD (Rear Wheel Drive),4395 cc,4.45 km/litre,,In-line,2.0,Coupe,BS IV,Injection,70 litres,1369 mm,4894 mm,1894 mm,Ventilated Disc,Ventilated Disc,Electric Power,450PS@5500rpm,,,,Automatic,2855 mm,Manual,2021-10-25
1159,1159,Bmw,6-Series,620D Gt Luxury Line,4.0,4.0,4.0,8,"Rs. 64,40,000",Diesel,RWD (Rear Wheel Drive),1995 cc,,1720 kg,V,4.0,Sedan,BS IV,Injection,66 litres,1538 mm,5091 mm,1902 mm,Ventilated Disc,Ventilated Disc,Electric Power,188PS@4000RPM,400NM@1750rpm,Digital,Analog,Automatic,3070 mm,Automatic,2021-08-11
1160,1160,Porsche,Macan,S,6.0,5.0,5.0,7,"Rs. 85,03,000",Petrol,AWD (All Wheel Drive),2995 cc,,1865 kg,In-line,5.0,SUV,BS IV,Injection,65 litres,1624 mm,4696 mm,1923 mm,Ventilated Disc,Ventilated Disc,Electric Power,349PS@5400RPM,480Nm@1360rpm,Digital,Analog,Automatic,2807 mm,Automatic,2019-03-15
1161,1161,Porsche,Macan,Base,6.0,5.0,5.0,7,"Rs. 69,98,000",Petrol,AWD (All Wheel Drive),1984 cc,,1865 kg,In-line,5.0,SUV,BS 6,Injection,65 litres,1624 mm,4696 mm,1923 mm,Ventilated Disc,Ventilated Disc,Electric Power,248PS@5000RPM,370Nm@1600rpm,Digital,Analog,Automatic,2807 mm,Automatic,2019-02-27
1162,1162,Jaguar,F-Type,5.0 Convertible R,,4.0,,8,"Rs. 2,36,59,454",Petrol,,5000 cc,12.05 km/litre,,,4.0,Convertible,,,,1308 mm,4470 mm,1923 mm,,,,495PS@6500RPM,625Nm@2500-5500rpm,,,Automatic,2622 mm,,2020-03-19
1163,1163,Jaguar,F-Type,5.0 Coupe R,6.0,2.0,2.0,8,"Rs. 2,21,55,390",Petrol,RWD (Rear Wheel Drive),5000 cc,7.81 km/litre,,V,2.0,Coupe,BS IV,Injection,72 litres,1308 mm,4470 mm,2042 mm,Solid Disc,Solid Disc,Hydraulic Power,550PS@6500RPM,680Nm@2500RPM,,,Automatic,2622 mm,Automatic,2019-02-23
1164,1164,Jaguar,F-Type,Svr Coupe,8.0,2.0,2.0,8,"Rs. 2,65,01,830",Petrol,AWD (All Wheel Drive),5000 cc,,,V,2.0,Coupe,BS IV,Injection,70 litres,1311 mm,4475 mm,2042 mm,Solid Disc,Solid Disc,Electric Power,567PS@6500rpm,700Nm@3500rpm,Yes,Analog,Automatic,2622 mm,Automatic,2021-02-08
